policy_id,contract_id,loss_date,loss_amount,attachment_point,limit,exposure
P0473,C001,2023-11-01,30885.21,100000,500000,1.19
P0474,C002,2021-06-30,28449.79,200000,1000000,1.07
P0475,C001,2014-01-26,20054.88,100000,500000,1.11
P0476,C002,2016-04-23,18544.78,200000,1000000,1.01
P0477,C002,2023-09-28,20922.58,200000,1000000,0.97
P0478,C002,2015-04-09,28578.84,200000,1000000,0.83
P0479,C001,2018-10-27,21831.25,100000,500000,1.13
P0480,C001,2022-03-05,13398.18,100000,500000,0.9
P0481,C002,2022-09-11,23644.62,200000,1000000,1.1
P0482,C002,2023-05-14,13742.77,200000,1000000,0.82
P0483,C001,2020-05-25,20637.82,100000,500000,0.81
P0484,C001,2014-08-28,20067.12,100000,500000,0.97
P0485,C001,2019-03-27,16757.76,100000,500000,0.97
P0486,C002,2021-03-02,10258.86,200000,1000000,0.85
P0487,C002,2018-01-20,30171.37,200000,1000000,1.01
P0488,C001,2016-04-22,15319.19,100000,500000,0.94
P0489,C001,2022-08-12,22642.91,100000,500000,1.0
P0490,C001,2022-12-04,31667.21,100000,500000,0.99
P0491,C002,2022-07-11,28754.54,200000,1000000,1.07
P0492,C001,2017-01-13,18178.88,100000,500000,0.97
P0493,C001,2013-03-29,25027.41,100000,500000,0.89
P0494,C001,2023-01-19,28338.67,100000,500000,0.92
P0495,C002,2013-02-12,24266.58,200000,1000000,0.91
P0496,C001,2020-03-15,16791.65,100000,500000,1.09
P0497,C001,2016-12-13,19369.92,100000,500000,0.86
P0498,C002,2023-02-17,32169.78,200000,1000000,0.91
P0499,C002,2016-06-24,24760.88,200000,1000000,1.04
P0500,C001,2013-06-16,27176.26,100000,500000,0.8
P0501,C002,2013-03-01,19534.76,200000,1000000,0.96
P0502,C002,2015-02-20,23578.11,200000,1000000,1.0
P0503,C002,2022-04-10,32079.79,200000,1000000,0.97
P0504,C002,2019-07-25,38155.16,200000,1000000,0.93
P0505,C002,2016-10-23,22040.01,200000,1000000,0.93
P0506,C001,2023-03-04,45935.37,100000,500000,0.8
P0507,C001,2016-04-14,16707.84,100000,500000,0.83
P0508,C001,2015-09-03,26202.26,100000,500000,1.07
P0509,C001,2022-08-12,18883.79,100000,500000,0.88
P0510,C001,2018-12-14,14259.52,100000,500000,1.03
P0511,C002,2018-02-16,29340.73,200000,1000000,0.97
P0512,C002,2014-06-28,29571.88,200000,1000000,0.93
P0513,C002,2021-07-05,12562.01,200000,1000000,1.02
P0514,C001,2014-05-24,30591.24,100000,500000,0.94
P0515,C002,2023-11-03,23445.91,200000,1000000,1.06
P0516,C002,2022-10-23,17949.0,200000,1000000,1.14
P0517,C001,2016-09-28,257482.39,100000,500000,0.94
P0518,C001,2017-09-08,19431.66,100000,500000,0.89
P0519,C002,2013-04-23,18888.19,200000,1000000,0.97
P0520,C002,2022-07-12,27827.42,200000,1000000,1.1
P0521,C001,2016-01-17,26067.5,100000,500000,0.98
P0522,C002,2023-11-18,26310.65,200000,1000000,0.97
P0523,C002,2021-09-17,16251.12,200000,1000000,0.92
P0524,C001,2022-05-19,18125.09,100000,500000,0.96
P0525,C001,2015-12-30,26352.65,100000,500000,0.93
P0526,C002,2022-08-24,20813.29,200000,1000000,0.92
P0527,C002,2020-08-01,13765.63,200000,1000000,0.99
P0528,C002,2017-08-16,18181.54,200000,1000000,1.09
P0529,C001,2022-09-20,185384.99,100000,500000,1.14
P0530,C002,2015-02-14,18868.87,200000,1000000,0.86
P0531,C001,2015-07-05,25489.91,100000,500000,1.03
P0532,C001,2021-12-14,25645.05,100000,500000,1.13
P0533,C001,2017-12-17,18799.13,100000,500000,1.01
P0534,C001,2015-09-10,36757.56,100000,500000,1.14
P0535,C002,2016-05-24,25563.52,200000,1000000,0.82
P0536,C002,2022-07-28,18611.97,200000,1000000,0.85
P0537,C002,2015-10-11,29260.35,200000,1000000,1.16
P0538,C001,2022-07-18,33816.71,100000,500000,1.07
P0539,C001,2015-01-03,20202.24,100000,500000,0.97
P0540,C002,2015-01-24,28359.32,200000,1000000,1.02
P0541,C001,2020-12-30,40034.22,100000,500000,0.95
P0542,C002,2014-06-25,25726.88,200000,1000000,1.12
P0543,C001,2016-03-04,21899.97,100000,500000,0.81
P0544,C002,2015-05-06,25168.75,200000,1000000,0.87
P0545,C001,2020-11-05,23550.17,100000,500000,1.04
P0546,C001,2023-08-24,41169.37,100000,500000,1.16
P0547,C001,2023-09-27,25067.53,100000,500000,1.08
P0548,C001,2016-01-10,28915.14,100000,500000,0.82
P0549,C002,2017-12-12,19942.21,200000,1000000,1.18
P0550,C001,2018-06-28,25714.78,100000,500000,0.87
P0551,C002,2017-11-14,30102.17,200000,1000000,0.87
P0552,C002,2018-01-11,24136.39,200000,1000000,1.04
P0553,C002,2019-07-03,26270.3,200000,1000000,0.95
P0554,C002,2023-03-22,28583.76,200000,1000000,0.93
P0555,C002,2017-01-30,38839.44,200000,1000000,1.06
P0556,C002,2013-07-27,28295.17,200000,1000000,1.15
P0557,C002,2020-05-05,18106.93,200000,1000000,0.88
P0558,C002,2016-08-30,13723.55,200000,1000000,1.12
P0559,C001,2017-08-18,23601.15,100000,500000,0.97
P0560,C002,2019-01-11,17443.17,200000,1000000,0.92
P0561,C002,2016-07-03,44865.62,200000,1000000,1.12
P0562,C001,2013-05-03,15142.26,100000,500000,0.96
P0563,C002,2014-04-16,15969.85,200000,1000000,0.85
P0564,C002,2018-07-20,34676.66,200000,1000000,1.0
P0565,C002,2020-04-19,23447.73,200000,1000000,1.03
P0566,C002,2016-08-22,225557.72,200000,1000000,1.17
P0567,C001,2021-04-22,18603.76,100000,500000,0.99
P0568,C001,2020-06-21,34850.36,100000,500000,1.09
P0569,C001,2014-06-05,19434.24,100000,500000,0.86
P0570,C002,2023-08-12,23139.7,200000,1000000,0.87
P0571,C001,2020-08-02,21022.27,100000,500000,0.85
P0572,C002,2019-12-09,84327.56,200000,1000000,1.16
P0573,C002,2019-12-04,18735.74,200000,1000000,1.1
P0574,C001,2017-07-31,35009.35,100000,500000,0.82
P0575,C002,2023-08-02,14187.05,200000,1000000,1.1
P0576,C002,2022-02-06,26297.55,200000,1000000,0.98
P0577,C002,2016-06-17,16544.01,200000,1000000,1.02
P0578,C001,2014-09-08,24559.88,100000,500000,0.82
P0579,C001,2022-07-23,16931.65,100000,500000,0.88
P0580,C002,2017-07-29,21446.36,200000,1000000,1.04
P0581,C001,2015-06-12,17734.14,100000,500000,1.13
P0582,C002,2018-06-29,36285.08,200000,1000000,1.05
P0583,C002,2023-06-20,19158.81,200000,1000000,0.84
P0584,C001,2021-08-22,17453.86,100000,500000,1.16
P0585,C002,2016-01-14,11622.49,200000,1000000,0.92
P0586,C002,2023-11-19,19165.65,200000,1000000,1.0
P0587,C002,2023-12-04,26151.69,200000,1000000,0.88
P0588,C002,2015-07-01,27363.52,200000,1000000,1.02
P0589,C001,2016-07-05,20067.7,100000,500000,1.15
P0590,C002,2022-03-27,28843.92,200000,1000000,0.86
P0591,C002,2021-08-16,11980.27,200000,1000000,1.08
P0592,C001,2018-12-24,26433.41,100000,500000,1.09
P0593,C001,2021-12-31,29884.6,100000,500000,1.01
P0594,C001,2013-01-08,22786.72,100000,500000,1.15
P0595,C001,2015-01-10,340512.46,100000,500000,1.19
P0596,C002,2017-06-30,11718.83,200000,1000000,0.84
P0597,C002,2021-11-27,11480.02,200000,1000000,1.17
P0598,C002,2014-10-27,23321.16,200000,1000000,0.85
P0599,C002,2020-07-04,20362.81,200000,1000000,0.96
P0600,C001,2017-07-23,107327.83,100000,500000,0.85
P0601,C001,2021-10-26,26899.77,100000,500000,0.9
P0602,C001,2016-01-11,109736.23,100000,500000,0.86
P0603,C002,2022-12-26,17093.29,200000,1000000,0.99
P0604,C001,2022-08-11,32631.97,100000,500000,0.93
P0605,C002,2018-08-18,104081.71,200000,1000000,0.99
P0606,C002,2013-09-23,29160.12,200000,1000000,1.0
P0607,C002,2017-11-14,21243.09,200000,1000000,0.91
P0608,C001,2014-01-11,22045.69,100000,500000,0.83
P0609,C002,2016-01-16,21998.23,200000,1000000,1.04
P0610,C002,2019-02-13,27160.09,200000,1000000,0.85
P0611,C002,2022-10-15,19932.4,200000,1000000,1.04
P0612,C002,2023-08-14,15205.69,200000,1000000,1.05
P0613,C002,2016-07-07,22251.81,200000,1000000,1.15
P0614,C002,2020-11-21,23848.49,200000,1000000,1.17
P0615,C001,2020-04-23,13931.87,100000,500000,0.93
P0616,C002,2018-11-14,31873.64,200000,1000000,0.99
P0617,C002,2014-12-23,21141.82,200000,1000000,1.14
P0618,C001,2015-01-17,14630.15,100000,500000,0.8
P0619,C002,2020-03-01,21847.23,200000,1000000,1.12
P0620,C001,2015-03-02,16098.13,100000,500000,1.0
P0621,C001,2019-10-01,25457.85,100000,500000,1.1
P0622,C002,2015-11-24,15809.56,200000,1000000,0.85
P0623,C002,2017-11-01,36014.13,200000,1000000,1.14
P0624,C002,2019-09-24,16098.81,200000,1000000,0.95
P0625,C001,2015-11-02,22527.5,100000,500000,1.01
P0626,C002,2018-05-19,34255.43,200000,1000000,0.95
P0627,C002,2014-07-23,108466.32,200000,1000000,1.15
P0628,C001,2021-05-02,18553.36,100000,500000,1.08
P0629,C001,2021-04-07,15572.51,100000,500000,0.99
P0630,C001,2017-05-02,30751.82,100000,500000,1.15
P0631,C001,2014-04-18,25848.56,100000,500000,0.99
P0632,C001,2021-12-20,20857.91,100000,500000,1.12
P0633,C001,2021-08-18,26205.54,100000,500000,1.18
P0634,C001,2018-11-06,28377.6,100000,500000,0.89
P0635,C002,2018-11-20,29341.64,200000,1000000,0.9
P0636,C002,2018-04-24,23823.33,200000,1000000,0.93
P0637,C001,2023-04-10,21505.8,100000,500000,1.2
P0638,C002,2013-02-21,76086.56,200000,1000000,1.13
P0639,C001,2013-10-23,145639.59,100000,500000,1.17
P0640,C002,2013-12-30,256316.9,200000,1000000,0.9
P0641,C002,2021-07-13,20233.28,200000,1000000,1.15
P0642,C001,2015-09-11,14945.7,100000,500000,0.81
P0643,C002,2018-04-02,27022.38,200000,1000000,1.07
P0644,C001,2015-12-17,234921.31,100000,500000,0.91
P0645,C002,2014-08-01,16438.53,200000,1000000,1.17
P0646,C002,2018-10-04,211725.85,200000,1000000,0.88
P0647,C001,2017-10-24,23642.4,100000,500000,0.88
P0648,C001,2023-03-22,30480.55,100000,500000,1.17
P0649,C002,2023-12-30,20532.24,200000,1000000,0.92
P0650,C001,2023-04-10,34838.47,100000,500000,0.85
P0651,C002,2021-01-10,18020.27,200000,1000000,1.17
P0652,C002,2013-01-03,21492.69,200000,1000000,1.0
P0653,C001,2014-12-04,19216.2,100000,500000,1.08
P0654,C001,2019-09-07,23461.32,100000,500000,0.84
P0655,C002,2013-01-28,22610.44,200000,1000000,1.16
P0656,C001,2017-05-01,22584.07,100000,500000,1.03
P0657,C001,2017-08-06,26750.46,100000,500000,1.01
P0658,C002,2017-04-09,20648.71,200000,1000000,0.99
P0659,C002,2022-08-09,22276.05,200000,1000000,1.12
P0660,C001,2013-03-01,20004.45,100000,500000,0.94
P0661,C001,2020-02-01,27270.64,100000,500000,1.17
P0662,C002,2019-12-17,18838.89,200000,1000000,1.07
P0663,C001,2018-12-20,27736.1,100000,500000,0.85
P0664,C002,2022-06-10,17628.8,200000,1000000,0.88
P0665,C001,2022-03-04,23025.42,100000,500000,0.85
P0666,C002,2019-06-28,22049.23,200000,1000000,1.03
P0667,C001,2022-04-22,37451.8,100000,500000,1.13
P0668,C001,2014-07-16,397619.31,100000,500000,1.03
P0669,C002,2021-04-14,24721.24,200000,1000000,1.12
P0670,C002,2016-07-15,19259.91,200000,1000000,1.0
P0671,C002,2015-12-19,36965.83,200000,1000000,0.9
P0672,C002,2020-11-13,30333.88,200000,1000000,0.93
P0673,C002,2021-05-07,15768.3,200000,1000000,1.13
P0674,C001,2018-03-10,26286.55,100000,500000,1.19
P0675,C001,2021-07-01,22266.4,100000,500000,0.98
P0676,C002,2022-05-05,45198.68,200000,1000000,0.99
P0677,C001,2022-04-05,17914.24,100000,500000,1.11
P0678,C001,2015-06-29,28625.12,100000,500000,0.93
P0679,C001,2022-06-06,26729.92,100000,500000,1.13
P0680,C001,2022-08-17,34483.19,100000,500000,1.05
P0681,C001,2022-10-03,21896.17,100000,500000,1.16
P0682,C001,2021-02-10,22542.41,100000,500000,0.87
P0683,C002,2021-07-05,32126.47,200000,1000000,0.84
P0684,C002,2022-06-25,21506.05,200000,1000000,1.03
P0685,C001,2023-07-01,21646.72,100000,500000,1.14
P0686,C002,2014-02-23,23044.46,200000,1000000,0.94
P0687,C001,2021-05-06,25068.68,100000,500000,0.91
P0688,C002,2022-04-30,16921.98,200000,1000000,1.16
P0689,C001,2022-03-20,337316.47,100000,500000,0.88
P0690,C001,2013-08-25,23249.06,100000,500000,1.1
P0691,C001,2022-05-10,19127.7,100000,500000,0.84
P0692,C002,2016-02-03,29361.84,200000,1000000,0.93
P0693,C002,2014-06-08,215354.25,200000,1000000,1.06
P0694,C002,2017-01-12,27047.15,200000,1000000,1.11
P0695,C002,2015-01-10,18326.25,200000,1000000,1.04
P0696,C001,2014-06-17,14700.03,100000,500000,1.11
P0697,C002,2013-02-25,13798.72,200000,1000000,0.94
P0698,C001,2018-07-23,18992.52,100000,500000,1.16
P0699,C001,2018-03-19,24640.32,100000,500000,1.06
P0700,C001,2014-09-21,27144.76,100000,500000,0.87
P0701,C001,2016-08-20,21812.8,100000,500000,1.16
P0702,C001,2015-04-16,17345.18,100000,500000,0.95
P0703,C001,2022-09-04,18641.43,100000,500000,1.09
P0704,C001,2013-04-18,16854.52,100000,500000,0.84
P0705,C001,2018-04-04,29173.48,100000,500000,0.9
P0706,C001,2014-11-03,30455.46,100000,500000,1.1
P0707,C002,2023-03-26,19081.63,200000,1000000,0.93
P0708,C002,2018-12-24,13523.62,200000,1000000,1.16
P0709,C002,2021-04-01,22612.85,200000,1000000,1.11
P0710,C001,2013-04-22,25767.37,100000,500000,0.92
P0711,C002,2017-02-09,21437.53,200000,1000000,1.15
P0712,C002,2020-01-03,18391.27,200000,1000000,1.13
P0713,C002,2019-11-29,22927.08,200000,1000000,0.97
P0714,C002,2022-12-31,14647.96,200000,1000000,0.94
P0715,C001,2018-06-09,28564.26,100000,500000,0.87
P0716,C001,2016-12-31,22923.61,100000,500000,0.95
P0717,C001,2018-10-09,21058.29,100000,500000,0.97
P0718,C001,2017-04-17,23011.08,100000,500000,0.99
P0719,C002,2017-05-28,22534.7,200000,1000000,1.07
P0720,C001,2018-08-12,15020.31,100000,500000,0.96
P0721,C002,2022-05-28,31379.12,200000,1000000,1.06
P0722,C002,2018-06-05,17506.89,200000,1000000,1.01
P0723,C002,2014-04-18,90195.44,200000,1000000,0.89
P0724,C001,2019-09-29,18030.31,100000,500000,0.98
P0725,C002,2019-02-28,20006.66,200000,1000000,1.04
P0726,C002,2015-02-14,10726.78,200000,1000000,0.86
P0727,C002,2017-05-07,31403.17,200000,1000000,0.81
P0728,C002,2015-04-22,21843.82,200000,1000000,1.19
P0729,C002,2023-11-05,21698.29,200000,1000000,1.09
P0730,C002,2014-12-12,34728.5,200000,1000000,1.01
P0731,C002,2013-04-16,17769.06,200000,1000000,1.2
P0732,C001,2016-06-03,16972.55,100000,500000,0.84
P0733,C002,2017-09-25,17716.14,200000,1000000,1.01
P0734,C001,2017-11-25,29135.63,100000,500000,1.16
P0735,C001,2013-11-29,15103.18,100000,500000,0.8
P0736,C001,2014-10-15,15547.69,100000,500000,1.08
P0737,C002,2015-06-11,22039.7,200000,1000000,1.12
P0738,C001,2017-07-29,31461.31,100000,500000,1.17
P0739,C002,2015-06-22,35060.34,200000,1000000,0.94
P0740,C001,2016-02-18,23214.54,100000,500000,1.2
P0741,C002,2013-09-14,13322.31,200000,1000000,0.87
P0742,C002,2019-09-18,18048.41,200000,1000000,0.95
P0743,C001,2022-08-12,16939.92,100000,500000,0.94
P0744,C001,2023-10-23,24251.79,100000,500000,1.06
P0745,C002,2016-09-02,26394.05,200000,1000000,0.92
P0746,C002,2018-04-07,14694.78,200000,1000000,0.83
P0747,C002,2020-05-07,23108.84,200000,1000000,0.94
P0748,C002,2018-05-25,20603.5,200000,1000000,1.15
P0749,C001,2020-10-23,17486.51,100000,500000,0.93
P0750,C002,2021-08-09,20408.5,200000,1000000,1.15
P0751,C001,2022-07-04,25970.03,100000,500000,0.88
P0752,C001,2021-09-04,12433.26,100000,500000,0.95
P0753,C002,2013-05-01,88528.25,200000,1000000,0.91
P0754,C001,2013-02-02,22411.01,100000,500000,1.19
P0755,C002,2021-05-01,137016.33,200000,1000000,0.93
P0756,C002,2013-07-14,21628.23,200000,1000000,0.9
P0757,C001,2016-08-28,14429.19,100000,500000,0.86
P0758,C001,2021-10-31,22229.1,100000,500000,1.06
P0759,C002,2017-12-05,21049.76,200000,1000000,0.88
P0760,C002,2018-06-20,29837.13,200000,1000000,1.08
P0761,C001,2014-07-06,32888.26,100000,500000,0.89
P0762,C001,2023-10-30,36223.08,100000,500000,1.17
P0763,C001,2017-02-26,17148.23,100000,500000,1.2
P0764,C002,2018-08-18,15340.32,200000,1000000,1.04
P0765,C002,2016-04-03,20708.44,200000,1000000,1.15
P0766,C001,2019-04-04,164041.48,100000,500000,1.13
P0767,C001,2019-03-29,215230.83,100000,500000,0.84
P0768,C002,2017-12-16,21726.54,200000,1000000,1.13
P0769,C001,2018-11-10,12410.88,100000,500000,1.03
P0770,C002,2014-04-26,14465.92,200000,1000000,1.06
P0771,C001,2017-09-21,15522.73,100000,500000,0.92
P0772,C001,2014-08-25,16402.32,100000,500000,1.04
P0773,C001,2019-10-03,26946.5,100000,500000,0.9
P0774,C001,2013-03-05,28822.06,100000,500000,1.09
P0775,C002,2015-10-11,16026.35,200000,1000000,0.84
P0776,C001,2015-08-25,17442.95,100000,500000,1.07
P0777,C002,2021-04-07,22522.62,200000,1000000,1.19
P0778,C002,2021-10-05,16059.12,200000,1000000,1.13
P0779,C002,2015-06-23,22559.61,200000,1000000,1.13
P0780,C002,2017-01-26,16333.57,200000,1000000,1.1
P0781,C001,2015-08-04,24633.45,100000,500000,1.15
P0782,C001,2021-09-29,30276.16,100000,500000,0.88
P0783,C001,2014-06-20,24451.19,100000,500000,1.04
P0784,C001,2013-08-13,105998.41,100000,500000,1.16
P0785,C002,2022-01-08,24543.0,200000,1000000,0.86
P0786,C001,2016-05-22,19399.95,100000,500000,1.14
P0787,C002,2021-10-03,16766.08,200000,1000000,1.11
P0788,C002,2014-10-21,25276.76,200000,1000000,1.12
P0789,C002,2022-01-28,22319.68,200000,1000000,1.01
P0790,C001,2022-04-16,11699.49,100000,500000,1.14
P0791,C002,2018-04-05,15071.6,200000,1000000,0.99
P0792,C001,2020-10-10,148322.91,100000,500000,1.03
P0793,C001,2015-04-17,25302.99,100000,500000,0.91
P0794,C001,2016-11-27,25820.65,100000,500000,1.05
P0795,C001,2018-01-25,61997.91,100000,500000,0.9
P0796,C002,2020-01-22,15358.23,200000,1000000,1.02
P0797,C001,2014-10-23,315065.83,100000,500000,0.97
P0798,C002,2022-08-04,17732.01,200000,1000000,1.0
P0799,C001,2016-02-09,25543.45,100000,500000,1.13
P0800,C002,2016-09-21,39517.97,200000,1000000,1.07
P0801,C001,2020-08-27,25043.58,100000,500000,1.1
P0802,C001,2020-09-10,27364.14,100000,500000,1.03
P0803,C002,2013-01-17,17213.82,200000,1000000,1.09
P0804,C001,2019-07-04,26839.56,100000,500000,0.81
P0805,C001,2016-01-27,423791.3,100000,500000,0.84
P0806,C002,2017-12-09,34157.16,200000,1000000,1.12
P0807,C002,2019-06-09,26976.49,200000,1000000,0.9
P0808,C002,2019-06-25,149235.44,200000,1000000,0.96
P0809,C001,2020-12-12,17158.12,100000,500000,1.02
P0810,C001,2015-02-16,18657.47,100000,500000,1.04
P0811,C001,2018-04-01,163544.25,100000,500000,1.18
P0812,C001,2021-07-30,239887.59,100000,500000,0.83
P0813,C001,2014-01-17,206627.02,100000,500000,1.17
P0814,C001,2018-01-22,22730.92,100000,500000,1.06
P0815,C001,2013-07-25,31086.68,100000,500000,1.07
P0816,C002,2023-12-03,131801.66,200000,1000000,0.99
P0817,C001,2014-12-25,14747.39,100000,500000,0.86
P0818,C001,2018-08-26,244986.57,100000,500000,1.04
P0819,C002,2015-02-28,23912.89,200000,1000000,0.99
P0820,C001,2013-02-06,26509.54,100000,500000,1.08
P0821,C002,2023-12-11,16479.64,200000,1000000,1.11
P0822,C002,2013-04-11,34385.77,200000,1000000,1.19
P0823,C001,2014-10-09,17433.61,100000,500000,1.06
P0824,C002,2020-11-09,20774.09,200000,1000000,0.85
P0825,C002,2020-07-28,28817.13,200000,1000000,1.03
P0826,C001,2021-10-20,29577.25,100000,500000,1.19
P0827,C002,2013-03-15,26184.48,200000,1000000,1.09
P0828,C001,2014-11-15,20318.83,100000,500000,1.15
P0829,C002,2022-04-03,182216.45,200000,1000000,0.98
P0830,C001,2015-03-08,264918.4,100000,500000,0.93
P0831,C002,2021-05-03,18922.68,200000,1000000,0.92
P0832,C001,2016-01-13,47728.74,100000,500000,0.91
P0833,C001,2013-02-10,34703.92,100000,500000,0.81
P0834,C002,2018-07-21,227290.67,200000,1000000,1.0
P0835,C001,2022-01-16,154806.07,100000,500000,1.05
P0836,C001,2023-05-23,21947.61,100000,500000,1.02
P0837,C001,2018-04-22,22768.51,100000,500000,1.01
P0838,C001,2022-05-22,19531.76,100000,500000,1.08
P0839,C002,2017-09-06,18972.2,200000,1000000,1.03
P0840,C002,2020-11-19,166756.44,200000,1000000,0.82
P0841,C002,2022-12-17,27432.65,200000,1000000,1.0
P0842,C001,2015-06-14,19803.46,100000,500000,0.8
P0843,C002,2016-08-11,20451.55,200000,1000000,1.05
P0844,C001,2014-04-23,36577.57,100000,500000,0.89
P0845,C002,2013-08-25,21661.86,200000,1000000,0.96
P0846,C002,2015-02-14,23983.15,200000,1000000,1.0
P0847,C001,2018-02-24,24027.4,100000,500000,1.12
P0848,C002,2019-04-12,18689.14,200000,1000000,1.12
P0849,C001,2015-11-07,95578.89,100000,500000,1.1
P0850,C002,2016-12-05,24430.66,200000,1000000,0.97
P0851,C001,2015-07-02,22763.03,100000,500000,1.17
P0852,C001,2022-09-05,47539.87,100000,500000,1.07
P0853,C002,2015-10-17,23981.9,200000,1000000,1.13
P0854,C002,2016-10-30,25041.35,200000,1000000,0.99
P0855,C001,2022-06-02,256272.74,100000,500000,1.11
P0856,C001,2016-11-14,28186.86,100000,500000,1.08
P0857,C002,2021-01-06,17573.06,200000,1000000,0.96
P0858,C002,2018-10-19,16471.02,200000,1000000,1.14
P0859,C002,2022-04-01,16099.75,200000,1000000,1.16
P0860,C001,2015-12-06,22372.42,100000,500000,1.13
P0861,C001,2017-09-05,25553.8,100000,500000,1.19
P0862,C002,2018-09-12,114901.53,200000,1000000,1.14
P0863,C002,2020-03-21,21132.72,200000,1000000,0.85
P0864,C002,2019-08-25,23742.28,200000,1000000,0.93
P0865,C001,2021-06-11,22574.02,100000,500000,1.14
P0866,C001,2016-03-21,208434.71,100000,500000,0.98
P0867,C002,2020-07-13,12698.39,200000,1000000,0.92
P0868,C001,2019-03-19,24384.61,100000,500000,0.93
P0869,C001,2013-11-20,17068.84,100000,500000,1.17
P0870,C002,2022-12-24,21927.63,200000,1000000,0.93
P0871,C002,2013-12-11,21804.71,200000,1000000,0.89
P0872,C002,2015-03-02,21476.44,200000,1000000,0.82
P0873,C002,2013-09-05,24412.05,200000,1000000,1.15
P0874,C002,2014-07-11,22847.42,200000,1000000,0.86
P0875,C002,2017-04-03,38750.88,200000,1000000,1.01
P0876,C002,2017-11-16,27874.88,200000,1000000,1.19
P0877,C001,2017-03-30,15420.8,100000,500000,0.83
P0878,C001,2019-01-17,28581.13,100000,500000,0.99
P0879,C002,2015-04-12,18788.15,200000,1000000,0.99
P0880,C001,2019-08-13,24085.31,100000,500000,0.92
P0881,C002,2022-06-29,20810.88,200000,1000000,0.9
P0882,C002,2016-02-21,20478.55,200000,1000000,1.11
P0883,C001,2023-04-17,30468.41,100000,500000,1.13
P0884,C002,2016-07-10,29739.63,200000,1000000,0.81
P0885,C002,2013-12-20,13440.25,200000,1000000,1.02
P0886,C002,2016-05-23,29176.33,200000,1000000,0.83
P0887,C001,2016-10-28,26766.96,100000,500000,1.15
P0888,C002,2013-09-20,19841.94,200000,1000000,1.16
P0889,C002,2018-02-12,23144.8,200000,1000000,0.97
P0890,C001,2017-12-06,23622.0,100000,500000,0.82
P0891,C002,2022-08-13,21522.8,200000,1000000,1.08
P0892,C001,2013-03-11,23443.48,100000,500000,1.15
